Date,Cases
2022-03-11T00:00:00Z,917103
2022-03-12T00:00:00Z,929735
2022-03-13T00:00:00Z,939436
2022-03-14T00:00:00Z,948478
2022-03-15T00:00:00Z,964329
2022-03-16T00:00:00Z,975607
2022-03-17T00:00:00Z,986320
2022-03-18T00:00:00Z,996914
2022-03-19T00:00:00Z,1007158
2022-03-20T00:00:00Z,1015017
2022-03-21T00:00:00Z,1022555
2022-03-22T00:00:00Z,1035721
2022-03-23T00:00:00Z,1044661
2022-03-24T00:00:00Z,1053139
2022-03-25T00:00:00Z,1060723
2022-03-26T00:00:00Z,1067157
2022-03-27T00:00:00Z,1067157
2022-03-28T00:00:00Z,1072005
2022-03-29T00:00:00Z,1085094
2022-03-30T00:00:00Z,1090823
2022-03-31T00:00:00Z,1096428
2022-04-01T00:00:00Z,1101438
2022-04-02T00:00:00Z,1106001
2022-04-03T00:00:00Z,1109744
2022-04-04T00:00:00Z,1109744
2022-04-05T00:00:00Z,1119419
2022-04-06T00:00:00Z,1123886
2022-04-07T00:00:00Z,1128155
2022-04-08T00:00:00Z,1132169
2022-04-09T00:00:00Z,1135428
2022-04-10T00:00:00Z,1138001
2022-04-11T00:00:00Z,1140569
2022-04-12T00:00:00Z,1145121
2022-04-13T00:00:00Z,1148656
2022-04-14T00:00:00Z,1152177
2022-04-15T00:00:00Z,1155581
2022-04-16T00:00:00Z,1157251
2022-04-17T00:00:00Z,1160300
2022-04-18T00:00:00Z,1162780
2022-04-19T00:00:00Z,1167498
2022-04-20T00:00:00Z,1170970
2022-04-21T00:00:00Z,1174390
2022-04-22T00:00:00Z,1177415
2022-04-23T00:00:00Z,1180124
2022-04-24T00:00:00Z,1182168
2022-04-25T00:00:00Z,1184226
2022-04-26T00:00:00Z,1187914
2022-04-27T00:00:00Z,1187914
2022-04-28T00:00:00Z,1187914
2022-04-29T00:00:00Z,1193250
2022-04-30T00:00:00Z,1193250
2022-05-01T00:00:00Z,1193250
2022-05-02T00:00:00Z,1200976
2022-05-03T00:00:00Z,1202546
2022-05-04T00:00:00Z,1202546
2022-05-05T00:00:00Z,1208917
2022-05-06T00:00:00Z,1212337
2022-05-07T00:00:00Z,1215499
2022-05-08T00:00:00Z,1217922
2022-05-09T00:00:00Z,1220193
2022-05-10T00:00:00Z,1225024
2022-05-11T00:00:00Z,1228914
2022-05-12T00:00:00Z,1232559
2022-05-13T00:00:00Z,1236850
2022-05-14T00:00:00Z,1240233
2022-05-15T00:00:00Z,1242884
2022-05-16T00:00:00Z,1245007
2022-05-17T00:00:00Z,1247671
2022-05-18T00:00:00Z,1254113
2022-05-19T00:00:00Z,1258691
2022-05-20T00:00:00Z,1263033
2022-05-21T00:00:00Z,1266808
2022-05-22T00:00:00Z,1269635
2022-05-23T00:00:00Z,1272386
2022-05-24T00:00:00Z,1278113
2022-05-25T00:00:00Z,1282280
2022-05-26T00:00:00Z,1286216
2022-05-27T00:00:00Z,1290046
2022-05-28T00:00:00Z,1293369
2022-05-29T00:00:00Z,1295920
2022-05-30T00:00:00Z,1298309
2022-05-31T00:00:00Z,1303294
2022-06-01T00:00:00Z,1306871
2022-06-02T00:00:00Z,1310616
2022-06-03T00:00:00Z,1313849
2022-06-04T00:00:00Z,1316728
2022-06-05T00:00:00Z,1318984
2022-06-06T00:00:00Z,1321146
2022-06-07T00:00:00Z,1325623
2022-06-08T00:00:00Z,1329225
2022-06-09T00:00:00Z,1332656
2022-06-10T00:00:00Z,1335625
2022-06-11T00:00:00Z,1338753
2022-06-12T00:00:00Z,1341256
2022-06-13T00:00:00Z,1343645
2022-06-14T00:00:00Z,1348775
2022-06-15T00:00:00Z,1352681
2022-06-16T00:00:00Z,1355801
2022-06-17T00:00:00Z,1360780
2022-06-18T00:00:00Z,1364562
2022-06-19T00:00:00Z,1367761
2022-06-20T00:00:00Z,1370981
2022-06-21T00:00:00Z,1378090
2022-06-22T00:00:00Z,1383952
2022-06-23T00:00:00Z,1390558
2022-06-24T00:00:00Z,1397074
2022-06-25T00:00:00Z,1403242
2022-06-26T00:00:00Z,1408358
2022-06-27T00:00:00Z,1413667
2022-06-28T00:00:00Z,1425171
2022-06-29T00:00:00Z,1434563
2022-06-30T00:00:00Z,1444068
2022-07-01T00:00:00Z,1453155
2022-07-02T00:00:00Z,1461107
2022-07-03T00:00:00Z,1467234
2022-07-04T00:00:00Z,1473180
2022-07-05T00:00:00Z,1485964
2022-07-06T00:00:00Z,1495953
2022-07-07T00:00:00Z,1505938
2022-07-08T00:00:00Z,1515222
2022-07-09T00:00:00Z,1523881
2022-07-10T00:00:00Z,1530304
2022-07-11T00:00:00Z,1534799
2022-07-12T00:00:00Z,1540778
2022-07-13T00:00:00Z,1557648
2022-07-14T00:00:00Z,1569420
2022-07-15T00:00:00Z,1579946
2022-07-16T00:00:00Z,1589099
2022-07-17T00:00:00Z,1596046
2022-07-18T00:00:00Z,1602273
2022-07-19T00:00:00Z,1616067
2022-07-20T00:00:00Z,1626360
2022-07-21T00:00:00Z,1636109
2022-07-22T00:00:00Z,1645092
2022-07-23T00:00:00Z,1652981
2022-07-24T00:00:00Z,1659156
2022-07-25T00:00:00Z,1664707
2022-07-26T00:00:00Z,1677126
2022-07-27T00:00:00Z,1685889
2022-07-28T00:00:00Z,1694454
2022-07-29T00:00:00Z,1702392
2022-07-30T00:00:00Z,1708950
2022-07-31T00:00:00Z,1714056
2022-08-01T00:00:00Z,1718765
2022-08-02T00:00:00Z,1728995
2022-08-03T00:00:00Z,1728995
2022-08-04T00:00:00Z,1742874
2022-08-05T00:00:00Z,1749144
2022-08-06T00:00:00Z,1754777
2022-08-07T00:00:00Z,1759575
2022-08-08T00:00:00Z,1763116
2022-08-09T00:00:00Z,1771081
2022-08-10T00:00:00Z,1773386
2022-08-11T00:00:00Z,1773386
2022-08-12T00:00:00Z,1786643
2022-08-13T00:00:00Z,1791046
2022-08-14T00:00:00Z,1794069
2022-08-15T00:00:00Z,1794069
2022-08-16T00:00:00Z,1801936
2022-08-17T00:00:00Z,1805698
2022-08-18T00:00:00Z,1809251
2022-08-19T00:00:00Z,1812255
2022-08-20T00:00:00Z,1814915
2022-08-21T00:00:00Z,1816866
2022-08-22T00:00:00Z,1818560
2022-08-23T00:00:00Z,1822187
2022-08-24T00:00:00Z,1824832
2022-08-25T00:00:00Z,1827229
2022-08-26T00:00:00Z,1829361
2022-08-27T00:00:00Z,1831332
2022-08-28T00:00:00Z,1832780
2022-08-29T00:00:00Z,1834190
2022-08-30T00:00:00Z,1837090
2022-08-31T00:00:00Z,1839244
2022-09-01T00:00:00Z,1841288
2022-09-02T00:00:00Z,1843236
2022-09-03T00:00:00Z,1844785
2022-09-04T00:00:00Z,1846094
2022-09-05T00:00:00Z,1847270
2022-09-06T00:00:00Z,1850015
2022-09-07T00:00:00Z,1852286
2022-09-08T00:00:00Z,1854455
2022-09-09T00:00:00Z,1856673
2022-09-10T00:00:00Z,1858497
2022-09-11T00:00:00Z,1859937
2022-09-12T00:00:00Z,1861390
2022-09-13T00:00:00Z,1864742
2022-09-14T00:00:00Z,1867168
2022-09-15T00:00:00Z,1869591
2022-09-16T00:00:00Z,1871900
2022-09-17T00:00:00Z,1873747
2022-09-18T00:00:00Z,1875275
2022-09-19T00:00:00Z,1876584
2022-09-20T00:00:00Z,1879806
2022-09-21T00:00:00Z,1882314
2022-09-22T00:00:00Z,1884859
2022-09-23T00:00:00Z,1887202
2022-09-24T00:00:00Z,1889544
2022-09-25T00:00:00Z,1891341
2022-09-26T00:00:00Z,1892947
2022-09-27T00:00:00Z,1897307
2022-09-28T00:00:00Z,1900761
2022-09-29T00:00:00Z,1904192
2022-09-30T00:00:00Z,1907907
2022-10-01T00:00:00Z,1911417
2022-10-02T00:00:00Z,1914280
2022-10-03T00:00:00Z,1916993
2022-10-04T00:00:00Z,1924139
2022-10-05T00:00:00Z,1930062
2022-10-06T00:00:00Z,1936270
2022-10-07T00:00:00Z,1942204
2022-10-08T00:00:00Z,1948402
2022-10-09T00:00:00Z,1953197
2022-10-10T00:00:00Z,1957916
2022-10-11T00:00:00Z,1969648
2022-10-12T00:00:00Z,1979259
2022-10-13T00:00:00Z,1988760
2022-10-14T00:00:00Z,1997847
2022-10-15T00:00:00Z,2005884
2022-10-16T00:00:00Z,2012065
2022-10-17T00:00:00Z,2017261
2022-10-18T00:00:00Z,2029195
2022-10-19T00:00:00Z,2037947
2022-10-20T00:00:00Z,2046123
2022-10-21T00:00:00Z,2053370
2022-10-22T00:00:00Z,2059709
2022-10-23T00:00:00Z,2064163
2022-10-24T00:00:00Z,2067790
2022-10-25T00:00:00Z,2070784
2022-10-26T00:00:00Z,2080341
2022-10-27T00:00:00Z,2086588
2022-10-28T00:00:00Z,2091889
2022-10-29T00:00:00Z,2096520
2022-10-30T00:00:00Z,2099760
2022-10-31T00:00:00Z,2102372
2022-11-01T00:00:00Z,2108024
2022-11-02T00:00:00Z,2112110
2022-11-03T00:00:00Z,2115621
2022-11-04T00:00:00Z,2118749
2022-11-05T00:00:00Z,2121435
2022-11-06T00:00:00Z,2123328
2022-11-07T00:00:00Z,2125004
2022-11-08T00:00:00Z,2128572
2022-11-09T00:00:00Z,2131554
2022-11-10T00:00:00Z,2134319
2022-11-11T00:00:00Z,2136658
2022-11-12T00:00:00Z,2138598
2022-11-13T00:00:00Z,2140099
2022-11-14T00:00:00Z,2141411
2022-11-15T00:00:00Z,2144522
2022-11-16T00:00:00Z,2146706
2022-11-17T00:00:00Z,2148794
2022-11-18T00:00:00Z,2150702
2022-11-19T00:00:00Z,2152368
2022-11-20T00:00:00Z,2153535
2022-11-21T00:00:00Z,2154633
